victim_race,victim_age,victim_sex,city,state,disposition,year
Black,19,Male,Philadelphia,PA,Closed by arrest,2008
Black,20,Male,Philadelphia,PA,Closed by arrest,2008
Black,23,Male,Philadelphia,PA,Closed by arrest,2008
White,27,Male,Philadelphia,PA,Closed by arrest,2008
Black,20,Male,Philadelphia,PA,Closed without arrest,2008
Black,32,Male,Philadelphia,PA,Closed by arrest,2008
Black,19,Male,Philadelphia,PA,Closed by arrest,2008
Black,22,Male,Philadelphia,PA,Closed by arrest,2007
Black,21,Male,Philadelphia,PA,Closed by arrest,2008
Black,27,Male,Philadelphia,PA,Closed by arrest,2008
Hispanic,36,Male,Philadelphia,PA,Closed by arrest,2007
Black,43,Male,Philadelphia,PA,Closed by arrest,2008
White,22,Male,Philadelphia,PA,Closed by arrest,2008
Black,15,Male,Philadelphia,PA,Closed by arrest,2008
Hispanic,21,Female,Philadelphia,PA,Closed by arrest,2008
White,33,Male,Philadelphia,PA,Closed by arrest,2008
Hispanic,21,Male,Philadelphia,PA,Closed by arrest,2008
Black,27,Male,Philadelphia,PA,Closed by arrest,2008
Hispanic,38,Male,Philadelphia,PA,Closed by arrest,2008
Hispanic,45,Male,Philadelphia,PA,Closed by arrest,2008
Hispanic,32,Male,Philadelphia,PA,Closed by arrest,2008
Black,54,Male,Philadelphia,PA,Closed by arrest,2008
Black,21,Male,Philadelphia,PA,Closed by arrest,2008
Hispanic,37,Male,Philadelphia,PA,Closed by arrest,2008
Black,18,Male,Philadelphia,PA,Closed by arrest,2007
Black,39,Male,Philadelphia,PA,Closed by arrest,2008
Black,20,Male,Philadelphia,PA,Closed by arrest,2008
Black,20,Male,Philadelphia,PA,Closed by arrest,2008
White,91,Male,Philadelphia,PA,Closed by arrest,2008
Black,19,Male,Philadelphia,PA,Closed by arrest,2007
Black,21,Male,Philadelphia,PA,Closed by arrest,2008
Hispanic,37,Female,Philadelphia,PA,Closed by arrest,2008
Hispanic,38,Male,Philadelphia,PA,Closed by arrest,2008
Black,52,Male,Philadelphia,PA,Closed by arrest,2008
Black,32,Female,Philadelphia,PA,Closed by arrest,2008
Black,47,Male,Philadelphia,PA,Closed by arrest,2007
Hispanic,15,Male,Philadelphia,PA,Closed by arrest,2008
Black,18,Male,Philadelphia,PA,Closed by arrest,2008
Black,41,Male,Philadelphia,PA,Closed by arrest,2008
Black,37,Male,Philadelphia,PA,Closed by arrest,2008
Black,31,Male,Philadelphia,PA,Closed by arrest,2008
Black,20,Male,Philadelphia,PA,Closed by arrest,2008
Black,58,Female,Philadelphia,PA,Closed by arrest,2008
White,30,Male,Philadelphia,PA,Closed without arrest,2008
Black,29,Male,Philadelphia,PA,Closed by arrest,2008
Black,46,Male,Philadelphia,PA,Closed by arrest,2008
Black,20,Male,Philadelphia,PA,Closed by arrest,2008
Black,26,Male,Philadelphia,PA,Closed by arrest,2008
Black,20,Male,Philadelphia,PA,Closed by arrest,2008
Black,31,Male,Philadelphia,PA,Closed by arrest,2008
Black,29,Male,Philadelphia,PA,Closed by arrest,2008
Black,30,Male,Philadelphia,PA,Closed by arrest,2008
Black,19,Male,Philadelphia,PA,Closed by arrest,2008
White,30,Male,Philadelphia,PA,Closed by arrest,2008
White,62,Female,Philadelphia,PA,Closed without arrest,2008
Black,35,Male,Philadelphia,PA,Closed by arrest,2007
White,15,Male,Philadelphia,PA,Closed by arrest,2007
Black,27,Male,Philadelphia,PA,Closed by arrest,2007
Hispanic,40,Female,Philadelphia,PA,Closed by arrest,2008
Black,26,Male,Philadelphia,PA,Closed by arrest,2008
Black,72,Male,Philadelphia,PA,Closed by arrest,2008
Black,17,Male,Philadelphia,PA,Closed by arrest,2007
Black,78,Male,Philadelphia,PA,Closed by arrest,2008
Black,30,Male,Philadelphia,PA,Closed by arrest,2008
White,38,Female,Philadelphia,PA,Closed without arrest,2008
Black,23,Male,Philadelphia,PA,Closed by arrest,2008
Hispanic,24,Female,Philadelphia,PA,Closed without arrest,2008
Black,17,Male,Philadelphia,PA,Closed by arrest,2007
Black,45,Female,Philadelphia,PA,Closed by arrest,2008
Hispanic,18,Male,Philadelphia,PA,Closed by arrest,2008
Black,34,Male,Philadelphia,PA,Closed by arrest,2008
Black,23,Male,Philadelphia,PA,Closed by arrest,2008
Hispanic,19,Male,Philadelphia,PA,Closed by arrest,2008
Black,18,Male,Philadelphia,PA,Closed by arrest,2008
Black,41,Male,Philadelphia,PA,Closed by arrest,2008
Black,29,Male,Philadelphia,PA,Closed by arrest,2008
Black,45,Female,Philadelphia,PA,Closed by arrest,2008
Black,19,Male,Philadelphia,PA,Closed by arrest,2008
Asian,23,Male,Philadelphia,PA,Closed by arrest,2008
Black,21,Male,Philadelphia,PA,Closed by arrest,2008
Black,41,Male,Philadelphia,PA,Closed by arrest,2008
Black,38,Male,Philadelphia,PA,Closed by arrest,2008
Black,41,Female,Philadelphia,PA,Closed by arrest,2008
Black,26,Male,Philadelphia,PA,Closed by arrest,2008
Black,41,Male,Philadelphia,PA,Closed by arrest,2008
Black,20,Male,Philadelphia,PA,Closed by arrest,2008
Black,23,Male,Philadelphia,PA,Closed by arrest,2008
Black,1,Female,Philadelphia,PA,Closed by arrest,2008
White,41,Male,Philadelphia,PA,Closed by arrest,2008
Black,16,Male,Philadelphia,PA,Closed by arrest,2008
Black,17,Male,Philadelphia,PA,Closed by arrest,2008
Black,27,Male,Philadelphia,PA,Closed by arrest,2008
Black,16,Male,Philadelphia,PA,Closed by arrest,2008
White,21,Male,Philadelphia,PA,Closed by arrest,2008
Black,20,Male,Philadelphia,PA,Closed by arrest,2008
Black,42,Male,Philadelphia,PA,Closed by arrest,2008
White,26,Male,Philadelphia,PA,Closed by arrest,2008
Black,24,Male,Philadelphia,PA,Closed by arrest,2008
Black,26,Male,Philadelphia,PA,Closed by arrest,2008
Black,22,Male,Philadelphia,PA,Closed by arrest,2008
Asian,25,Male,Philadelphia,PA,Closed by arrest,2008
Black,21,Male,Philadelphia,PA,Closed by arrest,2008
Black,53,Female,Philadelphia,PA,Closed by arrest,2008
Black,24,Male,Philadelphia,PA,Closed by arrest,2008
Black,27,Male,Philadelphia,PA,Closed by arrest,2008
Black,21,Male,Philadelphia,PA,Closed by arrest,2008
Hispanic,21,Female,Philadelphia,PA,Closed without arrest,2008
Black,22,Male,Philadelphia,PA,Closed by arrest,2008
White,44,Male,Philadelphia,PA,Closed by arrest,2008
Black,26,Female,Philadelphia,PA,Closed by arrest,2008
Black,48,Male,Philadelphia,PA,Closed by arrest,2008
White,43,Male,Philadelphia,PA,Closed by arrest,2007
Black,4,Male,Philadelphia,PA,Closed by arrest,2008
Black,43,Male,Philadelphia,PA,Closed by arrest,2008
Black,19,Male,Philadelphia,PA,Closed by arrest,2008
Black,28,Male,Philadelphia,PA,Closed by arrest,2008
Black,19,Male,Philadelphia,PA,Closed by arrest,2008
Black,15,Male,Philadelphia,PA,Closed by arrest,2008
Black,28,Male,Philadelphia,PA,Closed by arrest,2008
Black,40,Male,Philadelphia,PA,Closed by arrest,2007
Hispanic,22,Male,Philadelphia,PA,Closed by arrest,2008
Black,23,Male,Philadelphia,PA,Closed by arrest,2008
White,39,Male,Philadelphia,PA,Closed by arrest,2008
Black,25,Male,Philadelphia,PA,Closed by arrest,2008
Black,48,Male,Philadelphia,PA,Closed by arrest,2008
Black,66,Male,Philadelphia,PA,Closed by arrest,2008
Black,19,Male,Philadelphia,PA,Closed by arrest,2008
White,12,Male,Philadelphia,PA,Closed by arrest,2008
Black,20,Male,Philadelphia,PA,Closed by arrest,2007
White,1,Male,Philadelphia,PA,Closed by arrest,2008
White,33,Male,Philadelphia,PA,Closed by arrest,2008
Black,36,Male,Philadelphia,PA,Closed by arrest,2008
Black,18,Male,Philadelphia,PA,Closed by arrest,2008
Black,64,Female,Philadelphia,PA,Closed by arrest,2008
Black,50,Male,Philadelphia,PA,Closed by arrest,2008
Black,18,Male,Philadelphia,PA,Closed by arrest,2008
Black,43,Male,Philadelphia,PA,Closed by arrest,2008
White,25,Male,Philadelphia,PA,Closed by arrest,2008
Black,23,Male,Philadelphia,PA,Closed by arrest,2008
Black,30,Male,Philadelphia,PA,Closed by arrest,2008
Black,33,Male,Philadelphia,PA,Closed by arrest,2008
White,36,Male,Philadelphia,PA,Closed by arrest,2008
Black,60,Male,Philadelphia,PA,Closed by arrest,2008
Hispanic,27,Male,Philadelphia,PA,Closed by arrest,2008
Black,72,Male,Philadelphia,PA,Closed by arrest,2008
Black,40,Male,Philadelphia,PA,Closed by arrest,2008
Black,18,Male,Philadelphia,PA,Closed by arrest,2007
Black,27,Male,Philadelphia,PA,Closed by arrest,2007
Hispanic,18,Male,Philadelphia,PA,Closed by arrest,2007
Black,18,Male,Philadelphia,PA,Closed by arrest,2007
White,29,Female,Philadelphia,PA,Closed without arrest,2008
Black,15,Male,Philadelphia,PA,Closed by arrest,2008
Black,25,Male,Philadelphia,PA,Closed by arrest,2007
Hispanic,27,Male,Philadelphia,PA,Closed by arrest,2008
Hispanic,16,Male,Philadelphia,PA,Closed by arrest,2008
Black,21,Male,Philadelphia,PA,Closed by arrest,2007
White,20,Female,Philadelphia,PA,Closed by arrest,2008
Black,36,Female,Philadelphia,PA,Closed by arrest,2008
Hispanic,37,Male,Philadelphia,PA,Closed by arrest,2008
Black,26,Male,Philadelphia,PA,Closed by arrest,2008
White,25,Male,Philadelphia,PA,Closed by arrest,2007
Black,20,Male,Philadelphia,PA,Closed by arrest,2007
Black,23,Female,Philadelphia,PA,Closed by arrest,2008
Black,23,Female,Philadelphia,PA,Closed by arrest,2008
Black,32,Male,Philadelphia,PA,Closed by arrest,2008
Black,29,Male,Philadelphia,PA,Closed by arrest,2008
Black,23,Male,Philadelphia,PA,Closed by arrest,2007
Hispanic,34,Male,Philadelphia,PA,Closed by arrest,2007
Black,16,Male,Philadelphia,PA,Closed by arrest,2008
Hispanic,33,Male,Philadelphia,PA,Closed by arrest,2007
White,50,Male,Philadelphia,PA,Closed by arrest,2008
Black,54,Male,Philadelphia,PA,Closed by arrest,2007
White,35,Female,Philadelphia,PA,Closed by arrest,2008
Black,16,Male,Philadelphia,PA,Closed by arrest,2007
Black,24,Female,Philadelphia,PA,Closed by arrest,2008
Black,23,Male,Philadelphia,PA,Closed by arrest,2007
Black,15,Male,Philadelphia,PA,Closed by arrest,2007
Black,28,Male,Philadelphia,PA,Closed by arrest,2007
Black,48,Male,Philadelphia,PA,Closed by arrest,2007
Black,18,Male,Philadelphia,PA,Closed by arrest,2008
Black,18,Male,Philadelphia,PA,Closed by arrest,2008
Black,18,Male,Philadelphia,PA,Closed by arrest,2007
Black,60,Male,Philadelphia,PA,Closed by arrest,2008
Black,25,Male,Philadelphia,PA,Closed by arrest,2007
Black,40,Male,Philadelphia,PA,Closed by arrest,2007
Black,36,Male,Philadelphia,PA,Closed by arrest,2007
Black,16,Male,Philadelphia,PA,Closed by arrest,2007
White,55,Male,Philadelphia,PA,Closed by arrest,2008
Black,53,Female,Philadelphia,PA,Closed by arrest,2007
Black,33,Female,Philadelphia,PA,Closed by arrest,2007
Black,54,Male,Philadelphia,PA,Closed by arrest,2007
Hispanic,19,Male,Philadelphia,PA,Closed by arrest,2007
Black,19,Male,Philadelphia,PA,Closed by arrest,2007
Black,30,Male,Philadelphia,PA,Closed by arrest,2007
Black,52,Female,Philadelphia,PA,Closed by arrest,2007
White,60,Male,Philadelphia,PA,Closed by arrest,2007
Black,41,Male,Philadelphia,PA,Closed by arrest,2007
Black,77,Male,Philadelphia,PA,Closed by arrest,2007
Hispanic,30,Male,Philadelphia,PA,Closed by arrest,2007
Black,18,Male,Philadelphia,PA,Closed by arrest,2007
Black,27,Male,Philadelphia,PA,Closed by arrest,2007
Asian,62,Male,Philadelphia,PA,Closed by arrest,2007
Black,47,Male,Philadelphia,PA,Closed by arrest,2007
Black,18,Male,Philadelphia,PA,Closed by arrest,2007
Black,37,Male,Philadelphia,PA,Closed by arrest,2007
Black,25,Male,Philadelphia,PA,Closed by arrest,2007
Black,23,Male,Philadelphia,PA,Closed by arrest,2007
White,32,Male,Philadelphia,PA,Closed by arrest,2007
Black,42,Female,Philadelphia,PA,Closed by arrest,2007
Hispanic,79,Male,Philadelphia,PA,Closed by arrest,2007
Black,48,Male,Philadelphia,PA,Closed by arrest,2007
White,41,Male,Philadelphia,PA,Closed by arrest,2007
White,21,Male,Philadelphia,PA,Closed by arrest,2007
Black,19,Male,Philadelphia,PA,Closed by arrest,2007
White,54,Male,Philadelphia,PA,Closed by arrest,2007
Asian,44,Female,Philadelphia,PA,Closed by arrest,2007
Black,28,Male,Philadelphia,PA,Closed by arrest,2007
Black,20,Male,Philadelphia,PA,Closed by arrest,2007
Black,19,Male,Philadelphia,PA,Closed by arrest,2007
Black,18,Male,Philadelphia,PA,Closed by arrest,2007
Black,21,Male,Philadelphia,PA,Closed by arrest,2007
Black,24,Male,Philadelphia,PA,Closed by arrest,2007
Black,68,Male,Philadelphia,PA,Closed by arrest,2007
Black,29,Male,Philadelphia,PA,Closed by arrest,2007
Black,19,Male,Philadelphia,PA,Closed by arrest,2007
White,19,Male,Philadelphia,PA,Closed by arrest,2007
White,54,Male,Philadelphia,PA,Closed by arrest,2007
White,65,Male,Philadelphia,PA,Closed by arrest,2007
Black,15,Male,Philadelphia,PA,Closed by arrest,2007
Hispanic,26,Female,Philadelphia,PA,Closed without arrest,2007
Black,55,Male,Philadelphia,PA,Closed by arrest,2007
Black,60,Male,Philadelphia,PA,Closed by arrest,2007
Black,27,Male,Philadelphia,PA,Closed by arrest,2007
Hispanic,71,Male,Philadelphia,PA,Closed by arrest,2007
Hispanic,44,Female,Philadelphia,PA,Closed by arrest,2007
Black,26,Male,Philadelphia,PA,Closed by arrest,2007
Black,23,Male,Philadelphia,PA,Closed by arrest,2007
Black,18,Male,Philadelphia,PA,Closed by arrest,2007
Black,17,Male,Philadelphia,PA,Closed by arrest,2007
Black,31,Female,Philadelphia,PA,Closed by arrest,2007
White,36,Male,Philadelphia,PA,Closed by arrest,2007
Black,18,Male,Philadelphia,PA,Closed by arrest,2007
White,64,Male,Philadelphia,PA,Closed by arrest,2007
Hispanic,31,Female,Philadelphia,PA,Closed by arrest,2007
Black,18,Male,Philadelphia,PA,Closed by arrest,2007
Hispanic,53,Male,Philadelphia,PA,Closed by arrest,2007
Black,49,Male,Philadelphia,PA,Closed by arrest,2007
Black,3,Male,Philadelphia,PA,Closed by arrest,2007
Black,36,Male,Philadelphia,PA,Closed by arrest,2007
White,39,Female,Philadelphia,PA,Closed by arrest,2007
Black,26,Male,Philadelphia,PA,Closed by arrest,2007
Black,23,Male,Philadelphia,PA,Closed by arrest,2007
Black,29,Male,Philadelphia,PA,Closed by arrest,2007
Black,18,Male,Philadelphia,PA,Closed by arrest,2007
Black,45,Female,Philadelphia,PA,Closed by arrest,2007
Black,28,Female,Philadelphia,PA,Closed by arrest,2007
Black,17,Male,Philadelphia,PA,Closed by arrest,2007
Black,25,Male,Philadelphia,PA,Closed by arrest,2007
Black,31,Female,Philadelphia,PA,Closed by arrest,2007
Asian,49,Male,Philadelphia,PA,Closed by arrest,2007
Black,37,Female,Philadelphia,PA,Closed by arrest,2007
Black,30,Male,Philadelphia,PA,Closed by arrest,2007
Hispanic,52,Male,Philadelphia,PA,Closed by arrest,2007
Black,1,Male,Philadelphia,PA,Closed by arrest,2007
Black,36,Male,Philadelphia,PA,Closed by arrest,2007
Hispanic,16,Male,Philadelphia,PA,Closed by arrest,2007
Black,25,Male,Philadelphia,PA,Closed by arrest,2007
Black,58,Male,Philadelphia,PA,Closed by arrest,2007
Black,29,Male,Philadelphia,PA,Closed by arrest,2007
Asian,24,Female,Philadelphia,PA,Closed by arrest,2007
Black,31,Male,Philadelphia,PA,Closed by arrest,2007
Black,20,Male,Philadelphia,PA,Closed by arrest,2007
Black,30,Male,Philadelphia,PA,Closed by arrest,2007
Black,50,Male,Philadelphia,PA,Closed by arrest,2007
Black,16,Male,Philadelphia,PA,Closed by arrest,2007
Black,19,Male,Philadelphia,PA,Closed by arrest,2007
Asian,69,Male,Philadelphia,PA,Closed by arrest,2007
Black,26,Male,Philadelphia,PA,Closed by arrest,2007
Black,14,Male,Philadelphia,PA,Closed by arrest,2007
Black,29,Male,Philadelphia,PA,Closed by arrest,2007
Black,27,Male,Philadelphia,PA,Closed by arrest,2007
White,27,Male,Philadelphia,PA,Closed by arrest,2007
Black,27,Male,Philadelphia,PA,Closed by arrest,2007
Black,16,Male,Philadelphia,PA,Closed by arrest,2007
Hispanic,38,Male,Philadelphia,PA,Closed by arrest,2007
Black,40,Male,Philadelphia,PA,Closed by arrest,2007
Black,19,Male,Philadelphia,PA,Closed by arrest,2007
Black,16,Female,Philadelphia,PA,Closed by arrest,2007
Black,20,Male,Philadelphia,PA,Closed by arrest,2007
Hispanic,30,Female,Philadelphia,PA,Closed by arrest,2007
White,78,Male,Philadelphia,PA,Closed by arrest,2007
Black,27,Female,Philadelphia,PA,Closed by arrest,2007
Black,45,Male,Philadelphia,PA,Closed by arrest,2007
White,20,Male,Philadelphia,PA,Closed by arrest,2007
Asian,20,Male,Philadelphia,PA,Closed by arrest,2007
Black,58,Male,Philadelphia,PA,Closed by arrest,2007
Black,21,Male,Philadelphia,PA,Closed by arrest,2007
Black,37,Male,Philadelphia,PA,Closed by arrest,2007
Black,18,Male,Philadelphia,PA,Closed by arrest,2007
Black,23,Male,Philadelphia,PA,Closed by arrest,2007
Black,26,Male,Philadelphia,PA,Closed by arrest,2007
Black,29,Male,Philadelphia,PA,Closed by arrest,2007
Black,18,Male,Philadelphia,PA,Closed by arrest,2007
Black,29,Male,Philadelphia,PA,Closed by arrest,2007
White,19,Male,Philadelphia,PA,Closed by arrest,2007
White,84,Female,Philadelphia,PA,Closed without arrest,2007
White,19,Male,Philadelphia,PA,Closed by arrest,2007
Asian,25,Female,Philadelphia,PA,Closed by arrest,2007
Black,21,Male,Philadelphia,PA,Closed by arrest,2007
Black,19,Male,Philadelphia,PA,Closed by arrest,2007
Black,31,Male,Philadelphia,PA,Closed by arrest,2007
Hispanic,32,Male,Philadelphia,PA,Closed by arrest,2007
Black,40,Male,Philadelphia,PA,Closed by arrest,2007
Black,19,Male,Philadelphia,PA,Closed by arrest,2007
Black,33,Male,Philadelphia,PA,Closed by arrest,2007
Asian,40,Female,Philadelphia,PA,Closed by arrest,2007
Asian,47,Female,Philadelphia,PA,Closed by arrest,2007
Black,18,Male,Philadelphia,PA,Closed by arrest,2007
Black,28,Male,Philadelphia,PA,Closed by arrest,2007
Black,20,Male,Philadelphia,PA,Closed by arrest,2007
Black,28,Female,Philadelphia,PA,Closed by arrest,2007
Black,36,Male,Philadelphia,PA,Closed by arrest,2007
Hispanic,48,Male,Philadelphia,PA,Closed by arrest,2007
Black,47,Male,Philadelphia,PA,Closed by arrest,2007
White,40,Female,Philadelphia,PA,Closed by arrest,2007
Black,36,Male,Philadelphia,PA,Closed by arrest,2007
White,34,Male,Philadelphia,PA,Closed by arrest,2007
Black,28,Female,Philadelphia,PA,Closed by arrest,2007
Hispanic,27,Male,Philadelphia,PA,Closed by arrest,2007
Black,25,Male,Philadelphia,PA,Closed by arrest,2007
Black,22,Male,Philadelphia,PA,Closed by arrest,2007
Black,40,Male,Philadelphia,PA,Closed by arrest,2007
Black,18,Male,Philadelphia,PA,Closed by arrest,2007
Black,49,Male,Philadelphia,PA,Closed by arrest,2007
Black,52,Male,Philadelphia,PA,Closed by arrest,2007
Black,41,Male,Philadelphia,PA,Closed without arrest,2007
Black,46,Male,Philadelphia,PA,Closed without arrest,2007
White,42,Male,Philadelphia,PA,Closed without arrest,2007
Black,45,Male,Philadelphia,PA,Closed by arrest,2007
White,46,Male,Philadelphia,PA,Closed by arrest,2007
White,40,Female,Philadelphia,PA,Closed by arrest,2007
Black,1,Male,Philadelphia,PA,Closed by arrest,2007
Black,35,Male,Philadelphia,PA,Closed by arrest,2007
White,82,Female,Philadelphia,PA,Closed without arrest,2007
Black,37,Male,Philadelphia,PA,Closed by arrest,2007
Black,35,Female,Philadelphia,PA,Closed by arrest,2007
Black,36,Male,Philadelphia,PA,Closed by arrest,2007
Hispanic,25,Male,Philadelphia,PA,Closed by arrest,2007
Black,21,Male,Philadelphia,PA,Closed by arrest,2007
Black,26,Male,Philadelphia,PA,Closed by arrest,2007
Hispanic,21,Female,Philadelphia,PA,Closed by arrest,2007
Black,43,Female,Philadelphia,PA,Closed by arrest,2007
Hispanic,21,Male,Philadelphia,PA,Closed by arrest,2007
Black,16,Male,Philadelphia,PA,Closed by arrest,2007
Black,50,Male,Philadelphia,PA,Open/No arrest,2007
White,20,Male,Philadelphia,PA,Open/No arrest,2007
White,21,Male,Philadelphia,PA,Open/No arrest,2007
Black,18,Male,Philadelphia,PA,Open/No arrest,2007
Black,21,Male,Philadelphia,PA,Open/No arrest,2007
Black,42,Male,Philadelphia,PA,Open/No arrest,2007
Hispanic,35,Male,Philadelphia,PA,Open/No arrest,2007
Black,38,Male,Philadelphia,PA,Open/No arrest,2007
Black,26,Female,Philadelphia,PA,Open/No arrest,2007
Hispanic,57,Male,Philadelphia,PA,Open/No arrest,2007
Hispanic,20,Male,Philadelphia,PA,Open/No arrest,2007
Black,21,Male,Philadelphia,PA,Open/No arrest,2007
Black,30,Male,Philadelphia,PA,Open/No arrest,2007
Black,25,Male,Philadelphia,PA,Open/No arrest,2007
Hispanic,31,Male,Philadelphia,PA,Open/No arrest,2007
Black,25,Male,Philadelphia,PA,Open/No arrest,2007
Black,24,Male,Philadelphia,PA,Open/No arrest,2007
Black,35,Male,Philadelphia,PA,Open/No arrest,2007
White,52,Male,Philadelphia,PA,Open/No arrest,2007
Hispanic,60,Male,Philadelphia,PA,Open/No arrest,2007
White,82,Female,Philadelphia,PA,Open/No arrest,2007
Black,25,Male,Philadelphia,PA,Open/No arrest,2007
Black,31,Male,Philadelphia,PA,Open/No arrest,2007
Black,31,Male,Philadelphia,PA,Open/No arrest,2007
Black,19,Male,Philadelphia,PA,Open/No arrest,2007
Asian,37,Male,Philadelphia,PA,Open/No arrest,2007
Black,51,Male,Philadelphia,PA,Open/No arrest,2007
Black,48,Male,Philadelphia,PA,Open/No arrest,2007
Black,21,Male,Philadelphia,PA,Open/No arrest,2007
Black,18,Male,Philadelphia,PA,Open/No arrest,2007
Black,25,Male,Philadelphia,PA,Open/No arrest,2007
Black,47,Male,Philadelphia,PA,Open/No arrest,2007
White,28,Male,Philadelphia,PA,Open/No arrest,2007
Black,25,Male,Philadelphia,PA,Open/No arrest,2007
Black,21,Male,Philadelphia,PA,Open/No arrest,2007
Black,42,Male,Philadelphia,PA,Open/No arrest,2007
Black,31,Male,Philadelphia,PA,Open/No arrest,2007
Hispanic,23,Male,Philadelphia,PA,Open/No arrest,2007
Black,28,Male,Philadelphia,PA,Open/No arrest,2007
Black,20,Male,Philadelphia,PA,Open/No arrest,2007
Black,29,Male,Philadelphia,PA,Open/No arrest,2007
Black,19,Male,Philadelphia,PA,Open/No arrest,2007
Black,32,Male,Philadelphia,PA,Open/No arrest,2007
Black,37,Male,Philadelphia,PA,Open/No arrest,2007
Black,14,Male,Philadelphia,PA,Open/No arrest,2007
Black,37,Male,Philadelphia,PA,Open/No arrest,2007
Black,50,Male,Philadelphia,PA,Open/No arrest,2007
Black,52,Female,Philadelphia,PA,Open/No arrest,2007
Asian,55,Male,Philadelphia,PA,Open/No arrest,2007
Black,49,Male,Philadelphia,PA,Open/No arrest,2007
Black,48,Male,Philadelphia,PA,Open/No arrest,2007
White,18,Female,Philadelphia,PA,Open/No arrest,2007
Black,42,Male,Philadelphia,PA,Open/No arrest,2007
Black,30,Male,Philadelphia,PA,Open/No arrest,2007
Hispanic,20,Male,Philadelphia,PA,Open/No arrest,2007
Hispanic,35,Male,Philadelphia,PA,Open/No arrest,2007
Asian,46,Male,Philadelphia,PA,Open/No arrest,2007
Black,30,Female,Philadelphia,PA,Open/No arrest,2007
Black,36,Male,Philadelphia,PA,Open/No arrest,2007
Black,19,Male,Philadelphia,PA,Open/No arrest,2007
Black,25,Male,Philadelphia,PA,Open/No arrest,2007
Black,25,Male,Philadelphia,PA,Open/No arrest,2007
Black,53,Male,Philadelphia,PA,Open/No arrest,2007
Black,16,Male,Philadelphia,PA,Open/No arrest,2007
Hispanic,23,Male,Philadelphia,PA,Open/No arrest,2007
Black,27,Female,Philadelphia,PA,Open/No arrest,2007
Black,29,Male,Philadelphia,PA,Open/No arrest,2007
Black,32,Male,Philadelphia,PA,Open/No arrest,2007
Hispanic,21,Male,Philadelphia,PA,Open/No arrest,2007
Black,27,Male,Philadelphia,PA,Open/No arrest,2007
Black,26,Male,Philadelphia,PA,Open/No arrest,2007
Black,52,Male,Philadelphia,PA,Open/No arrest,2007
Black,27,Female,Philadelphia,PA,Open/No arrest,2007
Black,42,Female,Philadelphia,PA,Open/No arrest,2007
Black,37,Male,Philadelphia,PA,Open/No arrest,2007
Black,22,Male,Philadelphia,PA,Open/No arrest,2007
Black,54,Male,Philadelphia,PA,Open/No arrest,2007
Black,22,Male,Philadelphia,PA,Open/No arrest,2007
Black,25,Male,Philadelphia,PA,Open/No arrest,2007
Black,19,Male,Philadelphia,PA,Open/No arrest,2007
Black,23,Male,Philadelphia,PA,Open/No arrest,2007
Black,50,Male,Philadelphia,PA,Open/No arrest,2007
Black,19,Male,Philadelphia,PA,Open/No arrest,2007
Hispanic,29,Male,Philadelphia,PA,Open/No arrest,2007
Black,27,Male,Philadelphia,PA,Open/No arrest,2007
Black,22,Male,Philadelphia,PA,Open/No arrest,2007
Black,83,Male,Philadelphia,PA,Open/No arrest,2007
Black,26,Male,Philadelphia,PA,Open/No arrest,2007
Black,29,Male,Philadelphia,PA,Open/No arrest,2007
Black,77,Male,Philadelphia,PA,Open/No arrest,2007
Black,30,Male,Philadelphia,PA,Open/No arrest,2007
Black,16,Male,Philadelphia,PA,Open/No arrest,2007
Black,43,Male,Philadelphia,PA,Open/No arrest,2007
Black,33,Male,Philadelphia,PA,Open/No arrest,2007
Black,27,Male,Philadelphia,PA,Open/No arrest,2007
Black,17,Male,Philadelphia,PA,Open/No arrest,2007
Black,20,Male,Philadelphia,PA,Open/No arrest,2007
Black,22,Male,Philadelphia,PA,Open/No arrest,2007
Black,26,Male,Philadelphia,PA,Open/No arrest,2007
Black,33,Male,Philadelphia,PA,Open/No arrest,2007
Black,17,Male,Philadelphia,PA,Open/No arrest,2007
Black,47,Female,Philadelphia,PA,Open/No arrest,2007
Black,55,Male,Philadelphia,PA,Open/No arrest,2007
Black,19,Male,Philadelphia,PA,Open/No arrest,2007
Black,60,Male,Philadelphia,PA,Open/No arrest,2007
Black,35,Male,Philadelphia,PA,Open/No arrest,2007
Black,32,Male,Philadelphia,PA,Open/No arrest,2007
Black,33,Male,Philadelphia,PA,Open/No arrest,2007
Black,15,Male,Philadelphia,PA,Open/No arrest,2007
Black,30,Female,Philadelphia,PA,Open/No arrest,2007
Black,30,Male,Philadelphia,PA,Open/No arrest,2007
Black,55,Male,Philadelphia,PA,Open/No arrest,2007
Black,53,Male,Philadelphia,PA,Open/No arrest,2007
Black,24,Male,Philadelphia,PA,Open/No arrest,2007
Black,27,Male,Philadelphia,PA,Open/No arrest,2007
Black,33,Male,Philadelphia,PA,Open/No arrest,2007
Black,20,Male,Philadelphia,PA,Open/No arrest,2007
Black,29,Male,Philadelphia,PA,Open/No arrest,2007
Black,48,Male,Philadelphia,PA,Open/No arrest,2007
Hispanic,47,Male,Philadelphia,PA,Open/No arrest,2007
Black,29,Male,Philadelphia,PA,Open/No arrest,2007
Black,19,Male,Philadelphia,PA,Open/No arrest,2007
Black,21,Male,Philadelphia,PA,Open/No arrest,2007
